,words,counts
1373,brave,110819.0
1374,carefully,110815.0
1375,knowing,110727.0
1376,hem,110560.0
1377,dollars,110464.0
1378,advantage,110444.0
1379,numerous,110352.0
1380,status,110264.0
1381,altogether,110184.0
1382,forgotten,110118.0
1383,prove,110058.0
1384,points,110046.0
1385,accept,110018.0
1386,robert,109938.0
1387,weather,109853.0
1388,promised,109824.0
1389,title,109782.0
1390,aid,109725.0
1391,address,109517.0
1392,bottom,109509.0
1393,stage,109457.0
1394,claim,109455.0
1395,woods,109426.0
1396,washington,109231.0
1397,explanation,109142.0
1398,donate,108962.0
1399,thomas,108948.0
1400,price,108931.0
1401,animals,108716.0
1402,grass,108641.0
1403,tea,108573.0
1404,um,108519.0
1405,fully,108450.0
1406,yours,108440.0
1407,pray,108431.0
1408,worthy,108428.0
1409,settled,108244.0
1410,thick,108184.0
1411,july,108088.0
1412,shut,108083.0
1413,printed,107989.0
1414,thrown,107979.0
1415,hearts,107920.0
1416,greek,107904.0
1417,marry,107786.0
1418,vi,107731.0
1419,fut,107653.0
1420,rain,107594.0
1421,evidently,107565.0
1422,sad,107563.0
1423,secure,107510.0
1424,female,107486.0
1425,judgment,107404.0
1426,highest,107354.0
1427,council,107255.0
1428,feelings,107139.0
1429,ni,106774.0
1430,creating,106521.0
1431,amount,106500.0
1432,listen,106463.0
1433,nations,106449.0
1434,salt,106442.0
1435,express,106414.0
1436,grown,106389.0
1437,taste,106218.0
1438,papers,106213.0
1439,distant,106202.0
1440,quarter,106182.0
1441,june,106122.0
1442,daily,106045.0
1443,measure,105890.0
1444,countries,105887.0
1445,bird,105769.0
1446,growing,105663.0
1447,gray,105653.0
1448,sought,105477.0
1449,blow,105427.0
1450,facts,105393.0
1451,intellectual,105377.0
1452,frank,105173.0
1453,moon,105159.0
1454,lose,105115.0
1455,tall,105078.0
1456,proud,104969.0
1457,rules,104894.0
1458,stranger,104706.0
1459,forces,104676.0
1460,guess,104614.0
1461,palace,104607.0
1462,majesty,104173.0
1463,ear,104105.0
1464,shoulder,103985.0
1465,castle,103959.0
1466,quietly,103917.0
1467,established,103879.0
1468,kingdom,103873.0
1469,events,103865.0
1470,add,103819.0
1471,haar,103794.0
1472,frequently,103671.0
1473,obtained,103516.0
1474,holder,103393.0
1475,honest,103351.0
1476,mass,103337.0
1477,remembered,103272.0
1478,displaying,103267.0
1479,opening,103237.0
1480,lies,103165.0
1481,sons,103068.0
1482,freedom,102988.0
1483,david,102913.0
1484,presented,102849.0
1485,tired,102838.0
1486,storm,102522.0
1487,hung,102417.0
1488,wounded,101829.0
1489,machine,101770.0
1490,dire,101764.0
1491,finding,101683.0
1492,popular,101650.0
1493,leading,101450.0
1494,dare,101419.0
1495,constitution,101179.0
1496,destroy,101148.0
1497,portion,101143.0
1498,grow,101134.0
1499,copying,101115.0
1500,crown,101093.0
1501,fashion,101015.0
1502,species,100976.0
1503,previous,100780.0
1504,delight,100762.0
1505,naturally,100660.0
1506,pocket,100617.0
1507,faces,100540.0
1508,streets,100532.0
1509,fingers,100322.0
1510,seek,100212.0
1511,apparently,100163.0
1512,file,100063.0
1513,occupied,100042.0
1514,check,100024.0
1515,refused,100018.0
1516,library,99997.0
1517,slave,99775.0
1518,nos,99715.0
1519,succeeded,99592.0
1520,surprised,99515.0
1521,shoulders,99395.0
1522,companion,99327.0
1523,comfort,99324.0
1524,dick,99146.0
1525,congress,99135.0
1526,talked,99043.0
1527,nobody,98935.0
1528,spirits,98889.0
1529,pointed,98883.0
1530,waited,98588.0
1531,current,98410.0
1532,equipment,98374.0
1533,worked,98320.0
1534,fond,98285.0
1535,season,98285.0
1536,draw,98234.0
1537,wealth,98065.0
1538,double,98034.0
1539,breakfast,97969.0
1540,appointed,97860.0
1541,size,97836.0
1542,creature,97795.0
1543,contrary,97739.0
1544,servants,97717.0
1545,format,97708.0
1546,upper,97679.0
1547,telling,97651.0
1548,approach,97624.0
1549,suggested,97590.0
1550,failed,97553.0
1551,gentle,97516.0
1552,gods,97511.0
1553,chose,97407.0
1554,explained,97388.0
1555,nice,97193.0
1556,powerful,96879.0
1557,choose,96804.0
1558,request,96776.0
1559,material,96773.0
1560,western,96710.0
1561,weight,96708.0
1562,temps,96668.0
1563,satisfied,96666.0
1564,waters,96625.0
1565,tongue,96606.0
1566,coat,96420.0
1567,advance,96318.0
1568,birth,96303.0
1569,served,96232.0
1570,pounds,96176.0
1571,famous,96154.0
1572,edge,96152.0
1573,ring,96133.0
1574,necessity,96105.0
1575,regarded,96100.0
1576,published,96014.0
1577,constant,95977.0
1578,heat,95974.0
1579,mi,95965.0
1580,temple,95958.0
1581,twice,95854.0
1582,peculiar,95819.0
1583,practice,95785.0
1584,thin,95733.0
1585,touched,95729.0
1586,false,95701.0
1587,prepare,95615.0
1588,desired,95552.0
1589,control,95545.0
1590,based,95521.0
1591,truly,95516.0
1592,parties,95509.0
1593,kill,95444.0
1594,bent,95355.0
1595,sous,95308.0
1596,enemies,95307.0
1597,inside,95267.0
1598,remarked,95140.0
1599,whenever,95108.0
1600,assistance,95063.0
1601,saved,95017.0
1602,style,94995.0
1603,rights,94917.0
1604,played,94906.0
1605,needed,94880.0
1606,weak,94810.0
1607,spanish,94797.0
1608,bay,94723.0
1609,alive,94697.0
1610,expressed,94606.0
1611,smoke,94554.0
1612,co,94386.0
1613,angry,94349.0
1614,anywhere,94348.0
1615,shadow,94225.0
1616,breast,94185.0
1617,whispered,94090.0
1618,loose,94061.0
1619,taught,93986.0
1620,male,93978.0
1621,watching,93926.0
1622,prayer,93812.0
1623,protect,93796.0
1624,principles,93775.0
1625,entire,93697.0
1626,employed,93681.0
1627,richard,93642.0
1628,remains,93626.0
1629,pity,93606.0
1630,credit,93418.0
1631,gun,93337.0
1632,gathered,93299.0
1633,million,93256.0
1634,fruit,93076.0
1635,virtue,93062.0
1636,windows,93048.0
1637,demand,93013.0
1638,carriage,93007.0
1639,august,92993.0
1640,guns,92870.0
1641,vessel,92800.0
1642,principle,92768.0
1643,labor,92725.0
1644,beat,92716.0
1645,civil,92707.0
1646,fighting,92660.0
1647,legs,92625.0
1648,dangerous,92616.0
1649,dressed,92490.0
1650,habit,92407.0
1651,willing,92305.0
1652,demanded,92269.0
1653,joined,92143.0
1654,michael,92103.0
1655,notes,92077.0
1656,remarkable,92018.0
1657,seized,91952.0
1658,advanced,91932.0
1659,hearing,91848.0
1660,relief,91566.0
1661,slight,91503.0
1662,equally,91483.0
1663,parliament,91416.0
1664,volume,91317.0
1665,actually,91289.0
1666,drive,91146.0
1667,walking,91127.0
1668,km,91120.0
1669,cousin,91071.0
1670,poet,90972.0
1671,moving,90910.0
1672,fields,90897.0
1673,tender,90839.0
1674,suffered,90828.0
1675,southern,90785.0
1676,supper,90762.0
1677,soldier,90711.0
1678,noticed,90709.0
1679,os,90633.0
1680,hotel,90575.0
1681,contain,90572.0
1682,genius,90558.0
1683,dozen,90513.0
1684,rapidly,90509.0
1685,deck,90462.0
1686,priest,90430.0
1687,crossed,90412.0
1688,hence,90392.0
1689,actual,90352.0
1690,unknown,90142.0
1691,possibly,90120.0
1692,increased,90035.0
1693,familiar,90000.0
1694,everybody,89933.0
1695,hurt,89865.0
1696,satisfaction,89850.0
1697,results,89848.0
1698,policy,89832.0
1699,college,89804.0
1700,edition,89799.0
1701,germany,89794.0
1702,nevertheless,89789.0
1703,treatment,89731.0
1704,carrying,89703.0
1705,welcome,89660.0
1706,busy,89654.0
1707,defect,89504.0
1708,literature,89457.0
1709,lieutenant,89429.0
1710,farther,89389.0
1711,april,89312.0
1712,calm,89203.0
1713,chamber,89184.0
1714,struggle,89093.0
1715,sunday,89022.0
1716,spain,88862.0
1717,entre,88739.0
1718,fool,88686.0
1719,task,88681.0
1720,subjects,88595.0
1721,loud,88570.0
1722,putting,88500.0
1723,ice,88461.0
1724,occurred,88430.0
1725,empire,88361.0
1726,numbers,88358.0
1727,consequence,88328.0
1728,bridge,88244.0
1729,wisdom,88187.0
1730,wants,88044.0
1731,port,88018.0
1732,paying,87963.0
1733,bell,87929.0
1734,laughing,87745.0
1735,soil,87742.0
1736,ride,87722.0
1737,mile,87651.0
1738,height,87634.0
1739,royalty,87551.0
1740,mistress,87488.0
1741,rocks,87457.0
1742,mercy,87435.0
1743,arrival,87413.0
1744,bore,87395.0
1745,ocean,87240.0
1746,driven,87177.0
1747,regular,87172.0
1748,princess,87152.0
1749,advice,87129.0
1750,aware,87119.0
1751,slow,87118.0
1752,sacred,87117.0
1753,throw,87092.0
1754,links,87090.0
1755,series,86940.0
1756,rode,86883.0
1757,italy,86771.0
1758,liability,86737.0
1759,sand,86711.0
1760,empty,86692.0
1761,stories,86646.0
1762,fifteen,86644.0
1763,proceeded,86601.0
1764,harry,86596.0
1765,clean,86542.0
1766,discover,86503.0
1767,burst,86497.0
1768,stars,86436.0
1769,becomes,86371.0
1770,smiling,86369.0
1771,handsome,86333.0
1772,relations,86253.0
1773,rooms,86239.0
1774,larger,86136.0
1775,bearing,86119.0
1776,lieu,86116.0
1777,imagination,86070.0
1778,rough,86038.0
1779,sympathy,86001.0
1780,brain,85975.0
1781,flesh,85959.0
1782,homme,85953.0
1783,pages,85920.0
1784,sorrow,85914.0
1785,slaves,85875.0
1786,liked,85847.0
1787,sing,85822.0
1788,committed,85817.0
1789,mad,85809.0
1790,lifted,85806.0
1791,suffering,85767.0
1792,variety,85762.0
1793,interested,85709.0
1794,hart,85700.0
1795,member,85622.0
1796,tot,85577.0
1797,midst,85559.0
1798,content,85556.0
1799,listened,85520.0
1800,minds,85425.0
1801,lovely,85399.0
1802,grant,85130.0
1803,noise,85087.0
1804,excitement,85014.0
1805,catch,84954.0
1806,duties,84782.0
1807,tale,84773.0
1808,burning,84753.0
1809,imagine,84734.0
1810,smith,84566.0
1811,admitted,84526.0
1812,colour,84430.0
1813,supply,84411.0
1814,teeth,84403.0
1815,bishop,84394.0
1816,pair,84253.0
1817,nearer,84234.0
1818,happen,84200.0
1819,impression,84178.0
1820,skin,84142.0
1821,secretary,84127.0
1822,reader,84119.0
1823,hopes,84030.0
1824,absence,84005.0
1825,treated,84004.0
1826,attached,83947.0
1827,provisions,83879.0
1828,performing,83849.0
1829,ahead,83849.0
1830,stones,83836.0
1831,parents,83763.0
1832,completely,83733.0
1833,centre,83726.0
1834,federal,83691.0
1835,won,83662.0
1836,stock,83637.0
1837,affair,83622.0
1838,interests,83603.0
1839,applicable,83554.0
1840,han,83543.0
1841,wore,83528.0
1842,mes,83483.0
1843,resolved,83482.0
1844,fly,83481.0
1845,prison,83411.0
1846,moments,83410.0
1847,crime,83348.0
1848,cent,83277.0
1849,edward,83260.0
1850,yesterday,83229.0
1851,sen,83154.0
1852,northern,83145.0
1853,grey,83132.0
1854,calling,83122.0
1855,devil,83056.0
1856,distinguished,82989.0
1857,stands,82976.0
1858,dust,82926.0
1859,granted,82905.0
1860,superior,82893.0
1861,defective,82750.0
1862,development,82699.0
1863,inhabitants,82640.0
1864,addition,82540.0
1865,hast,82534.0
1866,expense,82501.0
1867,shape,82399.0
1868,ball,82369.0
1869,falling,82353.0
1870,absolutely,82332.0
1871,farm,82319.0
1872,fellows,82270.0
1873,message,82177.0
1874,eh,82171.0
1875,explain,82150.0
1876,affection,82053.0
1877,description,82050.0
1878,rank,82011.0
1879,cover,81958.0
1880,type,81855.0
1881,zoo,81841.0
1882,proposed,81778.0
1883,victory,81738.0
1884,voyage,81703.0
1885,conscience,81600.0
1886,gradually,81588.0
1887,consideration,81462.0
1888,faithful,81449.0
1889,ceased,81402.0
1890,require,81367.0
1891,terror,81302.0
1892,buy,81281.0
1893,accompanied,81280.0
1894,begun,81247.0
1895,lad,81228.0
1896,growth,81176.0
1897,press,81149.0
1898,india,81126.0
1899,extraordinary,81094.0
1900,nay,81069.0
1901,follows,81040.0
1902,seated,80996.0
1903,bodies,80908.0
1904,yards,80880.0
1905,limitation,80852.0
1906,acts,80850.0
1907,police,80656.0
1908,practical,80587.0
1909,favour,80535.0
1910,brief,80501.0
1911,november,80427.0
1912,mention,80425.0
1913,motion,80397.0
1914,problem,80371.0
1915,october,80304.0
1916,moreover,80225.0
1917,warranties,80174.0
1918,available,80173.0
1919,milk,80089.0
1920,doors,80048.0
1921,em,80045.0
1922,january,80024.0
1923,philip,79977.0
1924,fourth,79874.0
1925,sacrifice,79820.0
1926,grande,79742.0
1927,kindly,79640.0
1928,production,79639.0
1929,friendship,79605.0
1930,article,79603.0
1931,dying,79603.0
1932,level,79584.0
1933,expenses,79580.0
1934,lands,79437.0
1935,informed,79432.0
1936,suffer,79384.0
1937,oil,79293.0
1938,sold,79278.0
1939,payments,79199.0
1940,flower,79170.0
1941,services,79122.0
1942,belief,79120.0
1943,protection,79062.0
1944,spiritual,78961.0
1945,splendid,78947.0
1946,entrance,78942.0
1947,continue,78907.0
1948,nose,78899.0
1949,generations,78874.0
1950,email,78756.0
1951,uit,78711.0
1952,join,78670.0
1953,scattered,78658.0
1954,huge,78657.0
1955,poetry,78615.0
1956,bow,78561.0
1957,figures,78509.0
1958,hoped,78455.0
1959,proof,78421.0
1960,cruel,78327.0
1961,ed,78192.0
1962,cup,78187.0
1963,process,78144.0
1964,remaining,78134.0
1965,bitter,78014.0
1966,com,77989.0
1967,pardon,77978.0
1968,capable,77977.0
1969,maid,77962.0
1970,drop,77910.0
1971,fleet,77837.0
1972,gained,77766.0
1973,couple,77746.0
1974,firm,77736.0
1975,safety,77734.0
1976,december,77706.0
1977,shame,77681.0
1978,plenty,77656.0
1979,useful,77646.0
1980,paragraphs,77598.0
1981,theory,77561.0
1982,blind,77498.0
1983,careful,77462.0
1984,unable,77459.0
1985,color,77398.0
1986,drove,77372.0
1987,roof,77223.0
1988,fault,77208.0
1989,reported,77195.0
1990,sending,77194.0
1991,list,77138.0
1992,instantly,77067.0
1993,cap,77064.0
1994,playing,76908.0
1995,sum,76906.0
1996,grief,76860.0
1997,stairs,76738.0
1998,brothers,76729.0
1999,reaching,76700.0
2000,shows,76686.0
2001,intelligence,76624.0
2002,methods,76587.0
2003,wholly,76554.0
2004,deeply,76553.0
2005,amongst,76544.0
2006,worst,76509.0
2007,features,76446.0
2008,jour,76358.0
2009,relation,76347.0
2010,suit,76321.0
2011,understanding,76291.0
2012,user,76198.0
2013,notre,76027.0
2014,mistake,76014.0
2015,kings,75991.0
2016,concerned,75923.0
2017,goods,75906.0
2018,pulled,75848.0
2019,increase,75798.0
2020,knees,75791.0
2021,ben,75761.0
2022,thoroughly,75734.0
2023,fairly,75628.0
2024,circle,75578.0
2025,sail,75561.0
2026,september,75519.0
2027,statement,75490.0
2028,store,75475.0
2029,staff,75474.0
2030,energy,75464.0
2031,chosen,75442.0
2032,disclaimer,75442.0
2033,dogs,75422.0
2034,whilst,75323.0
2035,corps,75321.0
2036,performed,75256.0
2037,receiving,75215.0
2038,print,75215.0
2039,pressed,75148.0
2040,entity,75133.0
2041,wear,75114.0
2042,faint,75095.0
2043,term,75071.0
2044,containing,75059.0
2045,tells,75020.0
2046,flat,74953.0
2047,international,74952.0
2048,everywhere,74934.0
2049,reasons,74916.0
2050,bare,74829.0
2051,closely,74822.0
2052,friendly,74805.0
2053,fought,74803.0
2054,exercise,74771.0
2055,shop,74742.0
2056,republic,74724.0
2057,citizens,74715.0
2058,worn,74698.0
2059,trial,74670.0
2060,buried,74560.0
2061,sooner,74505.0
2062,damage,74496.0
2063,hole,74470.0
2064,asleep,74419.0
2065,branches,74387.0
2066,partly,74363.0
2067,countenance,74345.0
2068,vessels,74341.0
2069,objects,74236.0
2070,singing,74198.0
2071,remove,74178.0
2072,highly,74157.0
2073,final,74135.0
2074,vie,74097.0
2075,showing,74050.0
2076,needs,74039.0
2077,complying,74028.0
2078,guide,73936.0
2079,nu,73839.0
2080,gently,73808.0
2081,choice,73804.0
2082,wat,73711.0
2083,clouds,73702.0
2084,successful,73692.0
2085,slavery,73681.0
2086,evident,73669.0
2087,admit,73657.0
2088,femme,73630.0
2089,cities,73587.0
2090,speed,73587.0
2091,ay,73499.0
2092,alle,73487.0
2093,boats,73414.0
2094,derivative,73386.0
2095,rare,73370.0
2096,bringing,73346.0
2097,connected,73333.0
2098,baby,73330.0
2099,local,73278.0
2100,pictures,73268.0
2101,conscious,73264.0
2102,behold,73224.0
2103,det,73220.0
2104,intention,73196.0
2105,directed,73187.0
2106,fail,73179.0
2107,thanks,73177.0
2108,voices,73166.0
2109,central,73155.0
2110,permanent,73145.0
2111,meat,73126.0
2112,excited,73100.0
2113,anger,73098.0
2114,market,73054.0
2115,dignity,72905.0
2116,ireland,72796.0
2117,ended,72774.0
2118,quality,72763.0
2119,increasing,72699.0
2120,escaped,72661.0
2121,apart,72616.0
2122,custom,72591.0
2123,range,72560.0
2124,base,72507.0
2125,throne,72451.0
2126,praise,72441.0
2127,corn,72415.0
2128,bought,72351.0
2129,delicate,72141.0
2130,hidden,72107.0
2131,vision,72050.0
2132,accordance,72021.0
2133,strike,71971.0
2134,flight,71968.0
2135,division,71962.0
2136,earl,71773.0
2137,worship,71728.0
2138,committee,71722.0
2139,thousands,71659.0
2140,gain,71617.0
2141,enjoy,71571.0
2142,thinks,71546.0
2143,mental,71529.0
2144,blessed,71521.0
2145,prisoners,71513.0
2146,eager,71501.0
2147,cloth,71478.0
2148,irish,71470.0
2149,weary,71390.0
2150,cool,71371.0
2151,band,71363.0
2152,addressed,71340.0
2153,og,71313.0
2154,souls,71308.0
2155,stated,71294.0
2156,awful,71289.0
2157,cloud,71271.0
2158,brilliant,71214.0
2159,commanded,71199.0
2160,italian,71116.0
2161,older,71115.0
2162,arthur,71009.0
2163,articles,70962.0
2164,ages,70937.0
2165,im,70926.0
2166,causes,70789.0
2167,quarters,70781.0
2168,returning,70779.0
2169,writer,70747.0
2170,hurried,70721.0
2171,cattle,70624.0
2172,nog,70615.0
2173,dance,70596.0
2174,yard,70579.0
2175,plans,70573.0
2176,sang,70565.0
2177,dull,70554.0
2178,breach,70538.0
2179,sprang,70480.0
2180,armed,70454.0
2181,accordingly,70413.0
2182,hundreds,70393.0
2183,extreme,70392.0
2184,cook,70356.0
2185,surrounded,70314.0
2186,connection,70285.0
2187,hate,70273.0
2188,banks,70256.0
2189,san,70238.0
2190,applied,70212.0
2191,cabin,70184.0
2192,knight,70179.0
2193,assured,70149.0
2194,companions,70149.0
2195,kitchen,69996.0
2196,obtaining,69959.0
2197,disappeared,69943.0
2198,natives,69893.0
2199,innocent,69893.0
2200,plants,69881.0
2201,profit,69801.0
2202,introduced,69788.0
2203,commercial,69767.0
2204,arranged,69759.0
2205,prisoner,69755.0
2206,reports,69693.0
2207,learning,69670.0
2208,district,69654.0
2209,despair,69622.0
2210,divided,69619.0
2211,arose,69575.0
2212,sugar,69308.0
2213,acquaintance,69288.0
2214,agent,69234.0
2215,possibility,69202.0
2216,anybody,69164.0
2217,star,69111.0
2218,conclusion,69025.0
2219,excuse,68982.0
2220,constantly,68970.0
2221,immense,68936.0
2222,shouted,68933.0
2223,desert,68912.0
2224,expedition,68808.0
2225,attitude,68795.0
2226,patient,68787.0
2227,wet,68678.0
2228,becoming,68556.0
2229,fill,68481.0
2230,dos,68430.0
2231,fat,68379.0
2232,lest,68367.0
2233,paused,68348.0
2234,kindness,68344.0
2235,text,68172.0
2236,stepped,68097.0
2237,event,68088.0
2238,precious,67987.0
2239,ends,67969.0
2240,practically,67957.0
2241,asking,67938.0
2242,compelled,67909.0
2243,plant,67906.0
2244,favor,67796.0
2245,destroyed,67791.0
2246,county,67735.0
2247,discovery,67732.0
2248,meanwhile,67698.0
2249,apply,67689.0
